CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
5587,Male,21,1,11632.11,81870.66,Annually,Digital Wallet,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
5588,Male,74,17,11673.37,272497.36,Monthly,Cheque,No,Yes,Yes,No,Yes,Yes,Yes,No
5589,Male,69,55,7408.28,784043.6,Monthly,Digital Wallet,No,Yes,Yes,Yes,No,No,Yes,Yes
5590,Female,23,53,4828.02,440160.9,Quarterly,Bank Transfer,No,Yes,No,Yes,No,No,Yes,No
5591,Male,55,31,6241.51,236252.9,Quarterly,Credit Card,DSL,No,No,Yes,Yes,No,No,Yes
5592,Male,43,62,9195.13,731621.35,Monthly,Bank Transfer,DSL,No,Yes,No,Yes,No,No,No
5593,Male,28,8,2833.68,275440.5,Quarterly,Cash,No,No,Yes,Yes,No,No,No,No
5594,Female,43,30,5412.33,586626.79,Quarterly,Cash,DSL,No,Yes,No,No,Yes,Yes,No
5595,Female,34,66,8899.77,126304.2,Quarterly,Digital Wallet,DSL,Yes,Yes,No,Yes,No,Yes,Yes
5596,Female,41,45,4865.63,133629.56,Annually,Cash,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes
5597,Female,45,18,577.56,453438.08,Annually,Cash,Fiber optic,No,No,No,Yes,Yes,Yes,No
5598,Female,52,45,6187.25,199460.42,Annually,Digital Wallet,Fiber optic,Yes,No,Yes,No,No,No,Yes
5599,Female,48,19,8901.45,48972.35,Quarterly,Digital Wallet,DSL,No,Yes,No,No,No,No,Yes
5600,Female,30,68,11726.43,741907.7,Quarterly,Credit Card,DSL,No,Yes,Yes,Yes,No,No,No
5601,Male,71,50,637.14,54231.74,Annually,Cheque,DSL,No,Yes,Yes,Yes,No,Yes,Yes
5602,Male,52,25,6571.06,576775.93,Annually,Digital Wallet,No,Yes,Yes,Yes,No,No,No,No
5603,Male,33,38,5509.28,273058.8,Semi Annually,Credit Card,Fiber optic,No,No,No,Yes,Yes,No,No
5604,Male,32,36,3060.9,747468.92,Monthly,Bank Transfer,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5605,Female,60,68,7725.6,788981.39,Annually,Cash,DSL,Yes,No,Yes,Yes,No,No,No
5606,Male,35,56,2130.75,274990.21,Semi Annually,Cheque,DSL,No,No,Yes,No,No,Yes,No
5607,Male,64,39,3549.6,476974.39,Semi Annually,Bank Transfer,No,Yes,No,No,No,Yes,No,Yes
5608,Male,54,63,9424.74,620657.96,Annually,Digital Wallet,DSL,No,No,Yes,Yes,Yes,Yes,No
5609,Male,65,7,5632.86,107493.39,Semi Annually,Bank Transfer,Fiber optic,No,No,Yes,Yes,No,No,No
5610,Female,79,58,11925.31,570475.22,Annually,Credit Card,Fiber optic,No,No,No,No,Yes,Yes,No
5611,Female,65,59,4760.24,725896.01,Monthly,Digital Wallet,DSL,Yes,No,Yes,No,No,Yes,Yes
5612,Female,66,48,5666.48,151017.01,Monthly,Digital Wallet,Fiber optic,No,No,Yes,Yes,Yes,No,No
5613,Male,58,5,3743.04,672580.97,Monthly,Cheque,DSL,No,No,Yes,No,Yes,No,Yes
5614,Female,44,36,2988.26,101326.74,Annually,Credit Card,DSL,Yes,No,Yes,Yes,No,No,Yes
5615,Male,72,25,11082.92,458958.34,Semi Annually,Cash,DSL,Yes,Yes,No,Yes,No,Yes,No
5616,Female,52,45,9036.15,278097.3,Annually,Bank Transfer,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes
5617,Female,69,19,4134.15,382655.53,Monthly,Cheque,No,Yes,No,Yes,Yes,No,Yes,Yes
5618,Female,62,7,8461.84,247499.43,Semi Annually,Cheque,Fiber optic,Yes,Yes,No,Yes,No,No,Yes
5619,Female,71,58,11596.25,215826.1,Quarterly,Digital Wallet,Fiber optic,No,Yes,No,No,No,No,Yes
5620,Female,52,66,1073.77,597079.96,Monthly,Bank Transfer,No,No,Yes,No,Yes,Yes,No,Yes
5621,Male,45,39,3321.15,186259.44,Annually,Cheque,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes
5622,Female,56,18,2566.83,332646.3,Annually,Digital Wallet,DSL,Yes,No,Yes,No,No,Yes,Yes
5623,Male,78,1,10463.44,226900.09,Annually,Digital Wallet,Fiber optic,Yes,No,No,Yes,Yes,No,No
5624,Male,55,63,2314.45,198521.72,Quarterly,Credit Card,DSL,Yes,No,No,Yes,No,Yes,No
5625,Male,26,3,3835.3,505405.93,Semi Annually,Digital Wallet,DSL,Yes,Yes,No,Yes,No,No,Yes
5626,Male,29,21,6617.56,45888.61,Annually,Cash,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
5627,Male,32,30,7528.91,633230.0,Annually,Credit Card,No,Yes,Yes,No,No,No,No,Yes
5628,Female,38,11,9736.57,441524.91,Annually,Credit Card,Fiber optic,No,No,No,Yes,Yes,No,No
5629,Female,69,22,5006.41,664465.54,Monthly,Cash,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
5630,Female,52,57,6504.09,178282.63,Monthly,Cash,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
5631,Female,59,3,11592.45,570430.77,Quarterly,Cheque,DSL,No,No,Yes,No,No,Yes,Yes
5632,Male,50,30,3708.87,342261.23,Semi Annually,Cheque,DSL,Yes,No,Yes,Yes,Yes,Yes,No
5633,Female,68,45,3127.51,70675.14,Semi Annually,Cash,No,Yes,Yes,Yes,No,No,Yes,No
5634,Female,36,36,8585.07,604456.35,Annually,Cheque,No,No,Yes,No,No,No,Yes,No
5635,Male,72,64,9299.41,612127.92,Annually,Cash,Fiber optic,No,No,Yes,No,No,No,Yes
5636,Male,40,54,5094.39,224024.32,Monthly,Cash,No,Yes,Yes,Yes,No,Yes,No,Yes
5637,Female,30,68,2713.15,733676.35,Monthly,Digital Wallet,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
5638,Female,61,50,9391.29,613536.14,Monthly,Cheque,DSL,No,No,No,No,No,No,No
5639,Male,18,31,8111.82,252338.32,Monthly,Credit Card,Fiber optic,No,No,No,Yes,No,Yes,Yes
5640,Female,68,29,10539.49,198896.06,Annually,Credit Card,Fiber optic,No,Yes,No,Yes,Yes,No,Yes
5641,Female,46,59,10163.05,357670.75,Monthly,Cheque,Fiber optic,Yes,Yes,No,No,No,Yes,Yes
5642,Female,41,36,2621.3,241303.95,Semi Annually,Cheque,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
5643,Female,33,67,10021.6,181448.21,Monthly,Cheque,No,No,No,Yes,No,No,Yes,Yes
5644,Male,42,11,2267.05,325289.6,Quarterly,Cheque,Fiber optic,No,Yes,No,No,No,No,Yes
5645,Male,72,11,10391.71,30306.34,Monthly,Digital Wallet,DSL,No,Yes,No,No,Yes,Yes,Yes
5646,Male,40,26,9289.79,327114.75,Annually,Cash,Fiber optic,Yes,Yes,No,Yes,No,No,No
5647,Female,45,53,6924.36,185113.48,Annually,Cheque,DSL,No,No,No,Yes,No,Yes,No
5648,Female,64,14,7778.22,218824.01,Annually,Cheque,No,Yes,No,Yes,Yes,Yes,No,Yes
5649,Female,33,64,1428.14,75217.1,Monthly,Cash,Fiber optic,Yes,Yes,Yes,No,No,No,Yes
5650,Female,60,10,670.65,475256.03,Semi Annually,Cash,DSL,No,Yes,No,No,Yes,Yes,No
5651,Female,73,31,4101.63,382887.29,Annually,Cash,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
5652,Male,55,36,9892.59,602995.63,Semi Annually,Bank Transfer,Fiber optic,Yes,Yes,No,No,Yes,No,Yes
5653,Female,28,10,5696.27,789807.91,Annually,Credit Card,No,Yes,No,No,No,No,No,Yes
5654,Female,20,26,2836.05,104431.87,Annually,Cheque,DSL,No,No,No,No,Yes,No,Yes
5655,Male,32,20,10047.68,225215.82,Semi Annually,Digital Wallet,DSL,No,Yes,Yes,No,Yes,No,No
5656,Female,18,44,2897.8,549138.76,Quarterly,Digital Wallet,DSL,No,Yes,Yes,Yes,Yes,No,No
5657,Male,24,62,9822.83,197476.49,Annually,Cash,Fiber optic,Yes,Yes,No,No,No,No,Yes
5658,Male,18,9,5545.16,33816.54,Semi Annually,Digital Wallet,No,Yes,No,No,No,No,Yes,No
5659,Male,66,71,5669.24,96747.23,Annually,Credit Card,Fiber optic,No,No,Yes,No,No,No,No
5660,Male,49,24,3418.09,352565.27,Monthly,Cheque,No,No,Yes,No,Yes,Yes,No,No
5661,Male,26,12,10822.05,350319.88,Semi Annually,Digital Wallet,No,Yes,No,Yes,Yes,Yes,No,Yes
5662,Female,46,60,1247.67,778120.71,Annually,Credit Card,DSL,Yes,Yes,No,No,No,No,No
5663,Male,43,16,1903.99,378100.53,Quarterly,Credit Card,No,Yes,No,Yes,No,Yes,No,Yes
5664,Male,40,29,7703.44,545673.49,Monthly,Bank Transfer,DSL,No,Yes,Yes,Yes,Yes,No,Yes
5665,Female,62,32,10231.36,398838.79,Annually,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
5666,Female,60,35,1326.32,223235.61,Monthly,Digital Wallet,Fiber optic,No,No,Yes,No,No,Yes,Yes
5667,Male,46,43,8858.28,93306.34,Quarterly,Credit Card,No,Yes,Yes,No,Yes,Yes,No,Yes
5668,Female,69,53,8961.64,688668.47,Semi Annually,Cash,DSL,No,Yes,No,No,Yes,No,Yes
5669,Female,55,20,7061.97,130603.53,Annually,Bank Transfer,DSL,Yes,Yes,Yes,No,Yes,No,No
5670,Male,50,8,5943.39,86545.96,Semi Annually,Credit Card,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
5671,Male,24,42,3988.84,178924.6,Annually,Bank Transfer,No,Yes,No,Yes,No,Yes,Yes,Yes
5672,Female,29,70,4347.25,11966.02,Annually,Cheque,DSL,Yes,Yes,Yes,Yes,No,Yes,No
5673,Male,48,16,8158.31,66852.47,Semi Annually,Credit Card,DSL,Yes,No,Yes,No,No,No,Yes
5674,Male,49,69,970.39,511805.45,Semi Annually,Credit Card,No,Yes,Yes,Yes,Yes,Yes,No,No
5675,Female,71,53,7102.23,202402.61,Annually,Cheque,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No
5676,Male,37,45,3489.04,277424.56,Quarterly,Bank Transfer,DSL,No,Yes,No,Yes,Yes,Yes,No
5677,Male,72,51,5705.95,669886.81,Quarterly,Cheque,DSL,No,Yes,No,No,Yes,No,Yes
5678,Male,68,6,6795.96,620590.67,Annually,Digital Wallet,No,No,Yes,No,No,No,No,Yes
5679,Male,34,33,10650.78,398876.0,Semi Annually,Cash,No,No,No,Yes,Yes,No,No,Yes
5680,Male,53,15,7033.08,494251.56,Quarterly,Bank Transfer,DSL,No,Yes,Yes,No,No,No,No
5681,Female,20,14,2880.48,77790.91,Annually,Credit Card,DSL,Yes,No,No,Yes,No,No,Yes
5682,Female,18,39,1137.62,611659.81,Monthly,Digital Wallet,No,No,Yes,No,Yes,No,No,No
5683,Male,67,63,7598.46,417791.26,Annually,Bank Transfer,No,No,No,No,Yes,Yes,Yes,No
5684,Female,44,5,6631.57,461049.79,Semi Annually,Cash,DSL,Yes,No,Yes,Yes,Yes,No,Yes
5685,Male,70,52,8127.22,535766.3,Annually,Credit Card,No,No,Yes,No,No,No,Yes,No
5686,Male,64,16,5620.88,405138.49,Monthly,Cheque,DSL,No,Yes,Yes,No,Yes,No,No
5687,Male,57,38,9936.48,422137.18,Monthly,Cash,No,Yes,Yes,No,Yes,Yes,Yes,No
5688,Male,50,53,11058.12,404712.11,Annually,Bank Transfer,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes
5689,Male,37,53,672.05,402485.81,Monthly,Credit Card,DSL,Yes,No,Yes,No,No,Yes,No
5690,Female,31,46,8980.22,602662.19,Annually,Bank Transfer,No,No,Yes,Yes,No,Yes,No,No
5691,Female,53,15,614.89,347494.74,Semi Annually,Cash,Fiber optic,No,Yes,Yes,Yes,No,No,Yes
5692,Male,22,59,5452.14,12285.72,Semi Annually,Credit Card,DSL,Yes,No,Yes,No,No,Yes,No
5693,Female,40,50,5646.92,493529.91,Semi Annually,Cash,Fiber optic,No,No,No,Yes,Yes,No,Yes
5694,Male,62,9,8415.38,762603.36,Quarterly,Bank Transfer,Fiber optic,No,No,Yes,No,No,No,Yes
5695,Female,77,26,4358.36,212998.27,Annually,Credit Card,No,No,No,No,Yes,No,Yes,No
5696,Male,73,3,9886.64,654792.73,Semi Annually,Credit Card,DSL,Yes,Yes,No,No,Yes,Yes,No
5697,Female,32,47,4245.8,369837.26,Annually,Credit Card,Fiber optic,No,No,No,No,No,No,No
5698,Male,23,5,4241.71,517955.84,Monthly,Bank Transfer,DSL,Yes,No,No,No,No,No,No
5699,Male,50,62,2828.58,713790.25,Semi Annually,Digital Wallet,DSL,No,No,Yes,Yes,No,No,No
5700,Female,72,5,8269.65,619100.75,Quarterly,Bank Transfer,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
5701,Female,36,10,1103.73,708812.98,Semi Annually,Cheque,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
5702,Male,30,63,4484.05,17520.78,Quarterly,Digital Wallet,DSL,Yes,No,Yes,No,Yes,Yes,No
5703,Female,46,25,3349.31,157978.84,Monthly,Bank Transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes
5704,Male,78,44,2906.16,344560.59,Annually,Cheque,Fiber optic,Yes,No,No,Yes,No,Yes,No
5705,Female,23,25,919.6,679795.02,Monthly,Cash,DSL,No,Yes,Yes,No,Yes,Yes,Yes
5706,Female,32,30,2446.52,672329.63,Monthly,Cheque,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
5707,Male,33,14,5465.68,156260.86,Monthly,Credit Card,Fiber optic,No,No,No,No,Yes,No,No
5708,Female,41,43,6144.15,122371.52,Monthly,Digital Wallet,DSL,No,No,No,No,Yes,No,No
5709,Female,40,28,3380.16,669414.92,Monthly,Bank Transfer,Fiber optic,Yes,Yes,No,No,No,No,No
5710,Male,65,19,7872.87,437733.09,Annually,Bank Transfer,No,Yes,No,Yes,No,No,Yes,Yes
5711,Female,27,42,4162.36,505148.11,Quarterly,Credit Card,DSL,No,Yes,No,No,No,Yes,Yes
5712,Male,71,20,4533.5,649272.8,Monthly,Digital Wallet,No,No,Yes,Yes,Yes,Yes,Yes,No
5713,Male,58,11,9434.97,177279.71,Semi Annually,Digital Wallet,DSL,Yes,No,No,No,No,Yes,Yes
5714,Male,58,54,6713.21,117822.99,Quarterly,Credit Card,No,No,Yes,Yes,No,No,Yes,Yes
5715,Male,66,24,11447.46,688644.97,Quarterly,Digital Wallet,No,No,Yes,Yes,Yes,No,No,Yes
5716,Male,34,70,4439.75,98301.54,Semi Annually,Credit Card,Fiber optic,Yes,No,No,Yes,Yes,Yes,No
5717,Female,66,17,9968.52,79662.87,Semi Annually,Cheque,DSL,Yes,No,Yes,No,No,Yes,Yes
5718,Male,73,28,8912.38,228889.39,Semi Annually,Credit Card,DSL,Yes,No,Yes,No,No,No,No
5719,Male,61,50,10704.23,260310.6,Semi Annually,Bank Transfer,Fiber optic,Yes,No,No,Yes,No,Yes,Yes
5720,Female,62,55,11490.14,200496.93,Semi Annually,Cash,Fiber optic,No,No,Yes,No,Yes,Yes,No
5721,Female,47,10,290.58,595882.39,Monthly,Cheque,No,No,Yes,No,No,Yes,Yes,No
5722,Female,61,21,1241.91,778949.75,Quarterly,Bank Transfer,DSL,No,No,Yes,Yes,Yes,Yes,No
5723,Male,63,58,8157.2,167677.16,Semi Annually,Cheque,Fiber optic,No,No,No,Yes,Yes,Yes,Yes
5724,Male,27,34,4804.36,627663.23,Semi Annually,Bank Transfer,Fiber optic,No,No,No,No,No,No,Yes
5725,Male,72,43,9865.68,44951.35,Annually,Digital Wallet,No,No,Yes,Yes,No,Yes,No,No
5726,Female,36,11,341.36,103933.1,Quarterly,Credit Card,No,Yes,Yes,No,No,No,Yes,Yes
5727,Male,46,33,9722.33,416942.76,Quarterly,Bank Transfer,Fiber optic,Yes,No,Yes,Yes,No,No,Yes
5728,Female,19,58,1795.86,799691.01,Monthly,Bank Transfer,No,No,Yes,Yes,No,Yes,No,Yes
5729,Male,53,46,3624.94,759998.86,Quarterly,Digital Wallet,DSL,Yes,Yes,Yes,No,No,No,Yes
5730,Female,36,61,11635.12,98434.92,Semi Annually,Cash,No,Yes,Yes,No,Yes,No,Yes,No
5731,Male,24,62,808.86,199352.66,Annually,Cash,DSL,Yes,Yes,Yes,Yes,Yes,No,No
5732,Male,43,1,4318.68,757175.56,Quarterly,Credit Card,Fiber optic,Yes,Yes,No,No,No,Yes,Yes
5733,Male,32,21,1197.44,129071.89,Annually,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
5734,Female,64,62,10272.53,596803.29,Semi Annually,Cheque,No,Yes,No,No,No,No,No,No
5735,Female,73,64,8495.59,10875.34,Annually,Bank Transfer,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
5736,Male,55,56,9643.98,509052.56,Quarterly,Credit Card,No,Yes,No,Yes,Yes,No,No,No
5737,Male,20,1,6421.9,400734.33,Quarterly,Cash,No,Yes,Yes,No,Yes,No,No,No
5738,Male,55,21,4421.1,382109.97,Monthly,Cheque,No,Yes,No,Yes,No,No,No,Yes
5739,Female,33,22,226.83,665061.48,Semi Annually,Digital Wallet,No,Yes,No,No,Yes,Yes,No,Yes
5740,Male,19,54,3479.54,73780.13,Monthly,Bank Transfer,DSL,Yes,No,No,Yes,Yes,No,Yes
5741,Male,48,4,6271.73,308092.39,Monthly,Bank Transfer,DSL,No,No,Yes,Yes,Yes,No,Yes
5742,Male,45,65,8039.47,362370.45,Semi Annually,Cash,Fiber optic,No,No,No,Yes,Yes,Yes,Yes
5743,Male,24,51,2901.46,107901.98,Quarterly,Cash,No,No,Yes,Yes,No,No,No,Yes
5744,Female,47,63,1839.03,77676.57,Annually,Credit Card,Fiber optic,Yes,No,No,No,Yes,Yes,No
5745,Female,60,15,2579.06,151895.3,Monthly,Bank Transfer,No,Yes,No,Yes,No,No,Yes,Yes
5746,Male,75,36,4378.1,200427.7,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
5747,Male,79,29,1950.86,773187.86,Quarterly,Bank Transfer,DSL,No,Yes,Yes,No,Yes,Yes,Yes
5748,Female,24,52,2050.44,385734.83,Monthly,Bank Transfer,Fiber optic,No,Yes,No,No,Yes,No,No
5749,Female,53,46,716.27,413128.34,Monthly,Cheque,No,No,No,Yes,Yes,No,Yes,Yes
5750,Male,46,69,10309.36,568528.58,Monthly,Digital Wallet,No,Yes,No,No,No,No,Yes,Yes
5751,Female,41,29,2793.15,550570.77,Quarterly,Cheque,Fiber optic,No,No,Yes,No,No,Yes,Yes
5752,Female,69,47,9898.45,407194.15,Semi Annually,Digital Wallet,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes
5753,Male,56,25,5372.05,278472.33,Semi Annually,Cheque,No,No,Yes,No,No,Yes,No,Yes
5754,Female,21,16,7662.77,271530.84,Monthly,Credit Card,Fiber optic,Yes,Yes,No,No,No,No,No
5755,Female,46,41,1093.29,55591.48,Annually,Digital Wallet,DSL,No,Yes,No,Yes,No,No,Yes
5756,Male,61,65,7086.25,720707.81,Quarterly,Bank Transfer,No,Yes,Yes,Yes,Yes,Yes,Yes,No
5757,Male,22,69,3621.95,617821.67,Annually,Digital Wallet,No,No,No,Yes,Yes,No,No,Yes
5758,Female,72,20,1323.48,502441.16,Monthly,Bank Transfer,DSL,No,No,Yes,No,No,No,Yes
5759,Male,46,69,10917.14,322904.58,Quarterly,Credit Card,Fiber optic,No,Yes,Yes,No,Yes,No,Yes
5760,Female,79,36,7322.81,470147.93,Semi Annually,Digital Wallet,DSL,No,Yes,Yes,No,No,No,Yes
5761,Male,47,58,3052.15,393220.95,Semi Annually,Cash,No,No,Yes,Yes,No,No,No,Yes
5762,Female,46,48,5151.85,226408.63,Annually,Bank Transfer,DSL,No,Yes,Yes,No,No,Yes,Yes
5763,Male,43,2,4411.42,245872.47,Monthly,Digital Wallet,Fiber optic,No,Yes,Yes,No,Yes,No,No
5764,Female,36,29,8466.84,700838.97,Annually,Cheque,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
5765,Female,43,16,7367.71,511577.38,Monthly,Digital Wallet,No,No,Yes,No,Yes,Yes,Yes,No
5766,Female,54,35,433.43,11123.76,Semi Annually,Bank Transfer,No,No,Yes,Yes,No,Yes,No,Yes
5767,Male,44,62,2534.36,268228.69,Quarterly,Cash,DSL,Yes,No,Yes,No,No,No,Yes
5768,Male,47,4,5841.91,278556.92,Semi Annually,Cash,Fiber optic,Yes,No,No,No,No,No,Yes
5769,Female,68,68,5456.73,568005.09,Annually,Cheque,DSL,Yes,Yes,No,Yes,No,No,Yes
5770,Female,70,51,6296.76,563358.14,Quarterly,Credit Card,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5771,Male,47,33,8634.77,376682.33,Monthly,Cash,DSL,No,No,No,Yes,No,No,Yes
5772,Male,20,24,8247.71,761273.74,Semi Annually,Credit Card,Fiber optic,No,No,Yes,No,No,No,Yes
5773,Male,76,25,4599.2,699061.04,Monthly,Bank Transfer,No,Yes,Yes,Yes,Yes,No,Yes,Yes
5774,Male,75,28,10555.46,694306.46,Semi Annually,Digital Wallet,DSL,Yes,No,No,No,No,Yes,Yes
5775,Male,60,7,942.6,285129.75,Monthly,Credit Card,DSL,No,Yes,Yes,Yes,Yes,Yes,No
5776,Male,24,36,7097.22,350489.83,Semi Annually,Bank Transfer,Fiber optic,No,No,Yes,No,No,No,No
5777,Female,78,10,11406.29,340979.92,Semi Annually,Bank Transfer,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
5778,Male,66,36,6679.16,357810.84,Monthly,Bank Transfer,DSL,Yes,Yes,No,No,Yes,No,No
5779,Female,74,18,5570.25,712476.53,Semi Annually,Cheque,Fiber optic,Yes,No,No,No,Yes,No,No
5780,Male,26,6,1780.23,206805.35,Semi Annually,Cheque,No,Yes,No,No,Yes,No,Yes,No
5781,Male,70,7,9760.23,643734.11,Semi Annually,Credit Card,DSL,No,No,No,No,Yes,No,Yes
5782,Female,58,12,4610.78,416091.58,Annually,Bank Transfer,DSL,Yes,Yes,Yes,No,Yes,Yes,No
5783,Female,59,41,8474.7,206776.51,Semi Annually,Credit Card,No,Yes,Yes,Yes,No,No,No,Yes
5784,Male,30,63,2531.05,426562.09,Monthly,Cash,Fiber optic,No,No,No,No,No,No,No
5785,Female,32,25,693.99,164398.88,Monthly,Credit Card,No,Yes,No,Yes,Yes,No,No,No
5786,Female,71,53,3804.52,95461.65,Annually,Digital Wallet,No,No,No,Yes,No,Yes,No,No
5787,Female,22,33,3520.68,672160.16,Semi Annually,Bank Transfer,DSL,No,Yes,Yes,No,No,No,No
5788,Female,46,6,10507.01,562464.4,Annually,Credit Card,No,No,Yes,Yes,No,No,Yes,No
5789,Male,52,62,10403.15,171933.4,Annually,Cheque,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes
5790,Female,44,66,6499.95,754412.84,Semi Annually,Digital Wallet,DSL,No,Yes,Yes,Yes,No,No,No
5791,Male,44,9,424.19,29274.71,Monthly,Credit Card,Fiber optic,No,No,No,Yes,No,No,No
5792,Male,25,67,2894.23,273291.35,Semi Annually,Credit Card,No,No,No,No,No,No,Yes,No
5793,Male,49,16,7740.35,27105.9,Annually,Credit Card,No,No,Yes,Yes,Yes,No,No,Yes
5794,Male,37,55,1396.62,122415.1,Quarterly,Cheque,Fiber optic,No,No,Yes,No,Yes,No,Yes
5795,Female,27,40,8467.34,152262.71,Annually,Credit Card,DSL,Yes,No,Yes,Yes,No,Yes,No
5796,Female,30,26,341.15,650164.55,Monthly,Cash,No,Yes,No,No,No,Yes,Yes,Yes
5797,Male,46,38,8253.93,794501.34,Semi Annually,Cash,No,Yes,No,Yes,Yes,No,Yes,No
5798,Male,52,35,10165.56,695183.02,Quarterly,Cash,No,No,No,Yes,Yes,No,Yes,Yes
5799,Male,78,68,5736.77,511755.06,Annually,Credit Card,DSL,No,Yes,Yes,Yes,No,Yes,Yes
5800,Male,71,59,9983.16,581109.51,Annually,Digital Wallet,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes
5801,Female,25,14,9422.03,423028.59,Annually,Cheque,No,No,No,No,No,No,No,Yes
5802,Male,46,47,8122.75,343809.45,Semi Annually,Cash,DSL,Yes,Yes,No,Yes,No,No,Yes
5803,Female,48,71,5452.76,556813.46,Semi Annually,Cash,Fiber optic,No,No,Yes,No,No,No,No
5804,Male,58,42,3408.47,778762.18,Annually,Digital Wallet,No,No,Yes,Yes,Yes,Yes,No,No
5805,Male,47,51,10358.19,32826.29,Semi Annually,Cash,Fiber optic,Yes,No,Yes,No,No,No,No
5806,Male,39,19,7853.37,258127.11,Quarterly,Cheque,DSL,Yes,Yes,Yes,Yes,No,No,No
5807,Male,38,66,9616.6,270747.24,Quarterly,Digital Wallet,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
5808,Female,29,47,6713.21,337258.18,Monthly,Bank Transfer,Fiber optic,No,Yes,No,No,Yes,No,Yes
5809,Female,28,65,2228.02,505244.8,Semi Annually,Cheque,DSL,No,No,No,Yes,Yes,Yes,Yes
5810,Female,19,42,11757.37,415865.0,Semi Annually,Cheque,No,No,Yes,No,Yes,No,No,No
5811,Male,67,38,2356.32,24795.95,Annually,Credit Card,Fiber optic,No,Yes,No,Yes,No,Yes,Yes
5812,Male,58,13,10952.65,335171.57,Quarterly,Bank Transfer,Fiber optic,Yes,Yes,Yes,No,No,No,No
5813,Female,19,44,2656.04,499364.48,Semi Annually,Bank Transfer,No,No,Yes,No,Yes,Yes,No,No
5814,Female,51,24,4610.24,408811.53,Semi Annually,Digital Wallet,DSL,No,Yes,No,Yes,No,No,Yes
5815,Male,20,30,5392.98,698928.87,Semi Annually,Cash,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
5816,Male,33,70,11072.24,324890.58,Annually,Bank Transfer,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
5817,Female,68,38,10680.74,19921.36,Quarterly,Digital Wallet,No,Yes,No,Yes,No,No,Yes,No
5818,Male,21,23,9914.01,235069.83,Semi Annually,Bank Transfer,DSL,No,Yes,No,No,No,Yes,No
5819,Male,40,57,4644.77,117181.38,Semi Annually,Cheque,Fiber optic,No,Yes,Yes,No,Yes,No,No
5820,Female,74,23,253.02,207681.96,Annually,Bank Transfer,DSL,No,No,No,Yes,No,Yes,Yes
5821,Male,67,36,8242.68,296049.53,Monthly,Cash,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
5822,Female,37,57,5049.26,544557.97,Annually,Digital Wallet,DSL,Yes,No,Yes,Yes,Yes,No,Yes
5823,Male,42,1,9133.29,266094.3,Semi Annually,Cash,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
5824,Female,47,3,9579.25,708446.25,Quarterly,Credit Card,DSL,No,No,No,No,Yes,No,Yes
5825,Male,35,14,5388.74,246658.65,Quarterly,Cash,DSL,No,No,No,No,Yes,Yes,No
5826,Female,59,34,9027.61,118177.4,Semi Annually,Cash,Fiber optic,No,Yes,Yes,No,No,Yes,No
5827,Female,28,70,10111.26,143403.68,Monthly,Digital Wallet,DSL,No,No,No,No,No,Yes,No
5828,Female,46,69,11156.02,748318.09,Annually,Cheque,DSL,Yes,No,No,Yes,Yes,Yes,No
5829,Female,34,51,7072.97,369303.43,Semi Annually,Bank Transfer,No,No,No,No,No,Yes,Yes,Yes
5830,Male,43,29,9386.05,328469.59,Semi Annually,Bank Transfer,No,Yes,Yes,No,No,No,Yes,Yes
